类型,名称,仙草,毒草,链接,,,,,,,,
玄幻,《风月狂匪》（校对版全本）作者：阿三瘦马,21,11,http://www.zxcs.me/post/2801,,,,,,,,
玄幻,《超现实武斗学园》（校对版全本）作者：恶有善报,19,5,http://www.zxcs.me/post/2799,,,,,,,,
玄幻,《神控天下》（校对版全本）作者：我本纯洁,162,50,http://www.zxcs.me/post/2794,,,,,,,,
玄幻,《凡人问天》（校对版全本）作者：悠悠皇帝,22,11,http://www.zxcs.me/post/2791,,,,,,,,
玄幻,《无极龙道》（校对版全本）作者：无断,18,10,http://www.zxcs.me/post/2784,,,,,,,,
玄幻,《武逆九天》（校对版全本）作者：江湖再见,41,10,http://www.zxcs.me/post/8843,,,,,,,,
玄幻,《新喜剧之王》（校对版全本）作者：黯然销魂,22,10,http://www.zxcs.me/post/2665,,,,,,,,
玄幻,《九星天辰诀》（校对版全本）作者：发飙的蜗牛,187,25,http://www.zxcs.me/post/2655,,,,,,,,
玄幻,《异世医仙》（校对版全本）作者：汉宝,102,28,http://www.zxcs.me/post/2537,,,,,,,,
玄幻,《战皇》（校对版全本）作者：傲天无痕,70,26,http://www.zxcs.me/post/2535,,,,,,,,
玄幻,《神煌》（校对版全本）作者：开荒,229,23,http://www.zxcs.me/post/2534,,,,,,,,
玄幻,《光明纪元》（校对版全本）作者：血红,349,26,http://www.zxcs.me/post/2533,,,,,,,,
玄幻,《琴神》（校对版全本）作者：飞天医生,29,7,http://www.zxcs.me/post/8281,,,,,,,,
玄幻,《东方云梦谭》（校对版全本）作者：罗森,96,14,http://www.zxcs.me/post/2528,,,,,,,,
玄幻,《异界风流霸王(异界超级霸王)》（校对版全本）作者：亲王,49,31,http://www.zxcs.me/post/6519,,,,,,,,
玄幻,《镇压诸天》（校对版全本）作者：镇压诸天,39,20,http://www.zxcs.me/post/2521,,,,,,,,
玄幻,《自由的巫妖》（校对版全本）作者：海伦因,115,15,http://www.zxcs.me/post/2519,,,,,,,,
玄幻,《幻世梵天》（校对版全本）作者：地狱爱琴海,29,13,http://www.zxcs.me/post/2514,,,,,,,,
玄幻,《使徒》（校对版全本）作者：十一块,26,13,http://www.zxcs.me/post/2511,,,,,,,,
玄幻,《异武星尊》（校对版全本）作者：情殇孤月,19,10,http://www.zxcs.me/post/2507,,,,,,,,
玄幻,《黑暗剑圣》（校对版全本）作者：你要卡宴,42,18,http://www.zxcs.me/post/6380,,,,,,,,
玄幻,《丹武乾坤》（校对版全本）作者：火树嘎嘎,60,8,http://www.zxcs.me/post/2497,,,,,,,,
玄幻,《吞噬永恒》（校对版全本）作者：极品妖孽,54,20,http://www.zxcs.me/post/6269,,,,,,,,
玄幻,《最强铸造师》（校对版全本）作者：天下亡魂,22,6,http://www.zxcs.me/post/2491,,,,,,,,
玄幻,《绝世武圣》（校对版全本）作者：暗黑茄子,22,9,http://www.zxcs.me/post/2490,,,,,,,,
玄幻,《核蚕》（校对版全本）作者：安舞落,20,9,http://www.zxcs.me/post/2486,,,,,,,,
玄幻,《吞天决》（校对版全本）作者：铁马飞桥,50,16,http://www.zxcs.me/post/7454,,,,,,,,
玄幻,《异界玩家》（校对版全本）作者：新鲜的白豆腐,32,12,http://www.zxcs.me/post/2452,,,,,,,,
玄幻,《武逆苍穹》（校对版全本）作者：萧漠,19,18,http://www.zxcs.me/post/2450,,,,,,,,
玄幻,《星空第一害虫》（校对版全本）作者：拉丁海十三郎,44,23,http://www.zxcs.me/post/2441,,,,,,,,
玄幻,《萌娘四海为家》（校对版全本）作者：三十二变,126,26,http://www.zxcs.me/post/2439,,,,,,,,
玄幻,《魔炼》（校对版全本）作者：暖风,45,13,http://www.zxcs.me/post/2428,,,,,,,,
玄幻,《妖魔人生》（校对版全本）作者：赤虎,28,6,http://www.zxcs.me/post/2426,,,,,,,,
玄幻,《微光之城》（校对版全本）作者：流云飞渡,21,7,http://www.zxcs.me/post/2425,,,,,,,,
玄幻,《先天大帝》（校对版全本）作者：白鱼入舟,27,10,http://www.zxcs.me/post/2413,,,,,,,,
玄幻,《奥术神座》（精校版全本+番外）作者：爱潜水的乌贼,1461,100,http://www.zxcs.me/post/2411,,,,,,,,
玄幻,《龙临异世》（校对版全本）作者：血舞天,55,23,http://www.zxcs.me/post/2410,,,,,,,,
玄幻,《小兽》（校对版全本）作者：浮生01,36,10,http://www.zxcs.me/post/2400,,,,,,,,
玄幻,《星空王座》（校对版全本）作者：朱邪多闻,155,20,http://www.zxcs.me/post/2397,,,,,,,,
玄幻,《异世独尊》（校对版全本）作者：不是蚊子,28,13,http://www.zxcs.me/post/7326,,,,,,,,
玄幻,《御妖至尊》（校对版全本）作者：蛊真人,137,16,http://www.zxcs.me/post/2387,,,,,,,,
玄幻,《术士的星空》（校对版全本）作者：银灰冰霜,117,22,http://www.zxcs.me/post/2384,,,,,,,,
玄幻,《纵剑天下》（精校版全本）作者：乘风御剑,81,15,http://www.zxcs.me/post/2382,,,,,,,,
玄幻,《国王万岁》（校对版全本）作者：乱世狂刀01,126,29,http://www.zxcs.me/post/2381,,,,,,,,
玄幻,《神魔》（校对版全本）作者：血红,65,13,http://www.zxcs.me/post/2377,,,,,,,,
玄幻,《天地战魂》（校对版全本）作者：流浪的蛤蟆,41,6,http://www.zxcs.me/post/2376,,,,,,,,
玄幻,《横扫荒宇》（校对版全本）作者：孤单地飞,67,17,http://www.zxcs.me/post/2370,,,,,,,,
玄幻,《魔痕》（精校版全本）作者：庭雨,105,22,http://www.zxcs.me/post/2361,,,,,,,,
玄幻,《法师的天下》（校对版全本）作者：墨乡,50,6,http://www.zxcs.me/post/2356,,,,,,,,
玄幻,《巫师世界》（精校版全本）作者：滚开,581,34,http://www.zxcs.me/post/2355,,,,,,,,
玄幻,《地狱镇魂歌》（实体版全本）作者：真-龙骑兵,31,3,http://www.zxcs.me/post/2354,,,,,,,,
玄幻,《唐寅在异界》（校对版全本）作者：六道,137,21,http://www.zxcs.me/post/2351,,,,,,,,
玄幻,《不灭天君》（校对版全本）作者：风宇雪,29,24,http://www.zxcs.me/post/2349,,,,,,,,
玄幻,《十界梦见》（校对版全本）作者：白开水,24,1,http://www.zxcs.me/post/2347,,,,,,,,
玄幻,《武神之路》（校对版全本）作者：青石细语,53,21,http://www.zxcs.me/post/8549,,,,,,,,
玄幻,《佣兵天下》（实体新修版全本）作者：说不得大师,239,16,http://www.zxcs.me/post/2343,,,,,,,,
玄幻,《神枪无敌》（校对版全本）作者：霞飞双颊,54,18,http://www.zxcs.me/post/2339,,,,,,,,
玄幻,《超魔杀帝国(超级魔法帝国)》（校对版全本）作者：小分队长,61,7,http://www.zxcs.me/post/2334,,,,,,,,
玄幻,《恶魔岛》（校对版全本）作者：流浪的蛤蟆,80,23,http://www.zxcs.me/post/2332,,,,,,,,
玄幻,《魔导武装》（校对版全本）作者：流浪的蛤蟆,49,5,http://www.zxcs.me/post/2329,,,,,,,,
玄幻,《闪烁拳芒》（校对版全本）作者：黑土冒青烟,28,10,http://www.zxcs.me/post/2322,,,,,,,,
玄幻,《不死传说》（校对版全本）作者：石三,70,11,http://www.zxcs.me/post/2315,,,,,,,,
玄幻,《海盗》（校对版全本）作者：石三,24,11,http://www.zxcs.me/post/2313,,,,,,,,
玄幻,《幻兽少年》（校对版全本）作者：小猫yellow,26,4,http://www.zxcs.me/post/2312,,,,,,,,
玄幻,《死神传说》（校对版全本）作者：进退两难,27,3,http://www.zxcs.me/post/2308,,,,,,,,
玄幻,《梦幻空间》（校对版全本）作者：玄雨,50,25,http://www.zxcs.me/post/2304,,,,,,,,
玄幻,《炼魂法则》（校对版全本）作者：道门老九,27,7,http://www.zxcs.me/post/2303,,,,,,,,
玄幻,《悍匪》（校对版全本）作者：真髓,20,2,http://www.zxcs.me/post/2288,,,,,,,,
玄幻,《北冥神功》（校对版全本）作者：火绪,18,12,http://www.zxcs.me/post/2278,,,,,,,,
玄幻,《千年魔恋》（校对版全本）作者：天照幸运,16,10,http://www.zxcs.me/post/2269,,,,,,,,
玄幻,《极魄孤星》（校对版全本）作者：刘建良,22,12,http://www.zxcs.me/post/2265,,,,,,,,
玄幻,《大玄武》（校对版全本）作者：青山失魂,31,14,http://www.zxcs.me/post/8814,,,,,,,,
玄幻,《丹朱》（校对版全本）作者：贼道三痴,85,9,http://www.zxcs.me/post/2249,,,,,,,,
玄幻,《真相堕落》（校对版全本）作者：兰帝魅晨,81,12,http://www.zxcs.me/post/2245,,,,,,,,
玄幻,《剑帝重生》（校对版全本）作者：混混宝儿,24,10,http://www.zxcs.me/post/2243,,,,,,,,
玄幻,《天逆》（校对版全本）作者：耳根,116,20,http://www.zxcs.me/post/2242,,,,,,,,
玄幻,《圣徒》（校对版全本）作者：奥丁般虚伪,171,10,http://www.zxcs.me/post/2239,,,,,,,,
玄幻,《迷失大陆》（校对版全本）作者：读书之人,65,3,http://www.zxcs.me/post/2236,,,,,,,,
玄幻,《星舞九神》（校对版全本）作者：鹅是老五,47,10,http://www.zxcs.me/post/2235,,,,,,,,
玄幻,《光之子》（校对版全本）作者：唐家三少,120,104,http://www.zxcs.me/post/2234,,,,,,,,
玄幻,《大剑师传奇》（校对版全本）作者：黄易,80,11,http://www.zxcs.me/post/2226,,,,,,,,
玄幻,《王》（校对版全本）作者：兰帝魅晨,81,10,http://www.zxcs.me/post/2222,,,,,,,,
玄幻,《风野七咒》（校对版全本）作者：刘建良,30,8,http://www.zxcs.me/post/2218,,,,,,,,
玄幻,《霸王之枪》（校对版全本）作者：余云飞,50,6,http://www.zxcs.me/post/2214,,,,,,,,
玄幻,《兽行天下(诛仙录)》（校对版全本）作者：逐没,18,9,http://www.zxcs.me/post/2207,,,,,,,,
玄幻,《女神保护人》（校对版全本）作者：鹅考,44,11,http://www.zxcs.me/post/2206,,,,,,,,
玄幻,《终极见习魔法师》（精校版全本）作者：小猫yellow,40,11,http://www.zxcs.me/post/2205,,,,,,,,
玄幻,《血符（尤物禁书）》（校对版全本）作者：廊桥天涯,30,16,http://www.zxcs.me/post/2202,,,,,,,,
玄幻,《天下无赖》（校对版全本）作者：牛语者,41,5,http://www.zxcs.me/post/2198,,,,,,,,
玄幻,《天尊》（校对版全本）作者：武行空,21,6,http://www.zxcs.me/post/2195,,,,,,,,
玄幻,《机械末日》（校对版全本）作者：兰帝魅晨,81,12,http://www.zxcs.me/post/2189,,,,,,,,
玄幻,《纨绔子弟》（校对版全本）作者：郝歪,72,18,http://www.zxcs.me/post/2188,,,,,,,,
玄幻,《北斗第八星》（校对版全本）作者：yang9398（杨鹏）,23,16,http://www.zxcs.me/post/2186,,,,,,,,
玄幻,《带着城市到异界》（校对版全本）作者：庙不可言,27,6,http://www.zxcs.me/post/2181,,,,,,,,
玄幻,《异世之财色兼收》（校对版全本）作者：风浪,31,7,http://www.zxcs.me/post/2180,,,,,,,,
玄幻,《狼神》（校对版全本）作者：月关,56,11,http://www.zxcs.me/post/2173,,,,,,,,
玄幻,《神经天下》（校对版全本）作者：豆子惹的祸,49,6,http://www.zxcs.me/post/2171,,,,,,,,
玄幻,《无双天帝》（校对版全本）作者：对酒空樽,19,7,http://www.zxcs.me/post/2170,,,,,,,,
玄幻,《皇气》（校对版全本）作者：鸿蒙树,27,4,http://www.zxcs.me/post/2166,,,,,,,,
玄幻,《浴火焚神》（校对版全本）作者：傲无常,57,23,http://www.zxcs.me/post/2164,,,,,,,,
玄幻,《神鼎》（校对版全本）作者：萧玄,23,3,http://www.zxcs.me/post/2161,,,,,,,,
玄幻,《斗神》（校对版全本）作者：失落叶,66,7,http://www.zxcs.me/post/2160,,,,,,,,
玄幻,《九转金仙异界纵横》（校对版全本）作者：傲视天涯,21,12,http://www.zxcs.me/post/2153,,,,,,,,
玄幻,《双魂召唤师》（校对版全本）作者：云天空,61,10,http://www.zxcs.me/post/2148,,,,,,,,
玄幻,《超级家仆》（校对版全本）作者：高铁,22,10,http://www.zxcs.me/post/2146,,,,,,,,
玄幻,《武帝》（校对版全本）作者：一品带刀麻雀,21,8,http://www.zxcs.me/post/2136,,,,,,,,
玄幻,《野蛮王座》（校对版全本）作者：宅猪,78,14,http://www.zxcs.me/post/2134,,,,,,,,
玄幻,《白狐天下》（校对版全本）作者：洛水,92,11,http://www.zxcs.me/post/2123,,,,,,,,
玄幻,《活金》（校对版全本）作者：逐没,23,4,http://www.zxcs.me/post/2113,,,,,,,,
玄幻,《异世真君》（校对版全本）作者：长生不老,21,9,http://www.zxcs.me/post/2106,,,,,,,,
玄幻,《剑噬天下》（校对版全本）作者：乘风御剑,81,15,http://www.zxcs.me/post/2103,,,,,,,,
玄幻,《亡天，我自己的神话》（校对版全本）作者：战争狂,24,6,http://www.zxcs.me/post/2099,,,,,,,,
玄幻,《唯吾独尊》（校对版全本）作者：壹玖捌玖,21,4,http://www.zxcs.me/post/2094,,,,,,,,
玄幻,《荆天》（校对版全本）作者：奈何做贼,25,0,http://www.zxcs.me/post/2093,,,,,,,,
玄幻,《破灭长生诀》（校对版全本）作者：浪徒,25,5,http://www.zxcs.me/post/2073,,,,,,,,
玄幻,《骷髅魔导师》（校对版全本）作者：情终流水,77,15,http://www.zxcs.me/post/2072,,,,,,,,
玄幻,《恶魔书》（校对版全本）作者：柳水心,112,10,http://www.zxcs.me/post/2071,,,,,,,,
玄幻,《界王》（校对版全本）作者：骷髅精灵,72,10,http://www.zxcs.me/post/2067,,,,,,,,
玄幻,《吸术》（校对版全本）作者：独奏二胡,27,17,http://www.zxcs.me/post/8529,,,,,,,,
玄幻,《傲世法则》（校对版全本）作者：明寐,29,9,http://www.zxcs.me/post/2064,,,,,,,,
玄幻,《邪魔导》（校对版全本）作者：端月,24,2,http://www.zxcs.me/post/2063,,,,,,,,
玄幻,《恶魔狂想曲之明日骄阳》（校对版全本）作者：胡鳕,164,11,http://www.zxcs.me/post/2061,,,,,,,,
玄幻,《星帝》（校对版全本）作者：七弦,27,4,http://www.zxcs.me/post/2057,,,,,,,,
玄幻,《祸具召唤师》（校对版全本）作者：造化斋主,152,15,http://www.zxcs.me/post/2047,,,,,,,,
玄幻,《星辰武神》（校对版全本）作者：青狐妖,34,7,http://www.zxcs.me/post/2046,,,,,,,,
玄幻,《九天真龙传》（校对版全本）作者：娶猫的老鼠,29,5,http://www.zxcs.me/post/2043,,,,,,,,
玄幻,《武傲天下》（校对版全本）作者：8难,25,11,http://www.zxcs.me/post/2041,,,,,,,,
玄幻,《真龙王座》（校对版全本）作者：漠逍沉,26,3,http://www.zxcs.me/post/2037,,,,,,,,
玄幻,《九幽龙戒》（校对版全本）作者：众神,37,10,http://www.zxcs.me/post/2036,,,,,,,,
玄幻,《异界药师》（校对版全本）作者：无耻盗贼,66,13,http://www.zxcs.me/post/2029,,,,,,,,
玄幻,《狂神》（校对版全本）作者：唐家三少,134,57,http://www.zxcs.me/post/2028,,,,,,,,
玄幻,《方寸杀》（校对版全本）作者：飘零幻,62,17,http://www.zxcs.me/post/2022,,,,,,,,
玄幻,《异界之无所不能》（校对版全本）作者：继续倔强,36,13,http://www.zxcs.me/post/2015,,,,,,,,
玄幻,《异界至尊老师》（校对版全本） 作者：清闲宅男,33,16,http://www.zxcs.me/post/2007,,,,,,,,
玄幻,《装神弄诡》（校对版全本）作者：飞飞语,26,9,http://www.zxcs.me/post/2005,,,,,,,,
玄幻,《mm都在天上飞》（校对版全本）作者：先飞看刀,61,12,http://www.zxcs.me/post/2000,,,,,,,,
玄幻,《生死轮回诀》（精校版全本）作者：朝楚,22,7,http://www.zxcs.me/post/1996,,,,,,,,
玄幻,《变脸武士》（校对版全本）作者：跳舞,111,10,http://www.zxcs.me/post/1993,,,,,,,,
玄幻,《朱雀记》（校对版全本）作者：猫腻,170,17,http://www.zxcs.me/post/1987,,,,,,,,
玄幻,《野蛮金刚》（校对版全本）作者：浮生01,33,5,http://www.zxcs.me/post/1986,,,,,,,,
玄幻,《X一龙时代》（校对版全本）作者：云天空,110,8,http://www.zxcs.me/post/1981,,,,,,,,
玄幻,《九龙法师》（校对版全本）作者：神降之年,32,8,http://www.zxcs.me/post/1979,,,,,,,,
玄幻,《异界炼金狂潮》（校对版全本）作者：写文,34,11,http://www.zxcs.me/post/1971,,,,,,,,
玄幻,《将神》（校对版全本）作者：李雪夜,26,6,http://www.zxcs.me/post/1961,,,,,,,,
玄幻,《风临异世》（校对版全本）作者：蓝领笑笑生,92,20,http://www.zxcs.me/post/1960,,,,,,,,
玄幻,《天界》（校对版全本）作者：落拓少年,33,5,http://www.zxcs.me/post/1956,,,,,,,,
玄幻,《人欲》（校对版全本）作者：徐公子胜治,159,12,http://www.zxcs.me/post/1950,,,,,,,,
玄幻,《血狱魔帝》（校对版全本）作者：夜行月,67,12,http://www.zxcs.me/post/6241,,,,,,,,
玄幻,《善良的死神》（校对版全本）作者：唐家三少,174,112,http://www.zxcs.me/post/1935,,,,,,,,
玄幻,《横行在异世》（校对版全本）作者：冰原三雅,41,8,http://www.zxcs.me/post/1933,,,,,,,,
玄幻,《异世雷皇》（校对版全本）作者：逍耳钉,33,8,http://www.zxcs.me/post/1925,,,,,,,,
玄幻,《天行健》（实体封面全本）作者：燕垒生,173,9,http://www.zxcs.me/post/1919,,,,,,,,
玄幻,《挟天》（校对版全本）作者：躲雨的猫,22,4,http://www.zxcs.me/post/1917,,,,,,,,
玄幻,《帝世纪》（精校版全本）作者：陈渐,35,5,http://www.zxcs.me/post/1916,,,,,,,,
玄幻,《崛起石器时代》（校对版全本）作者：咆哮的苹果,32,18,http://www.zxcs.me/post/1915,,,,,,,,
玄幻,《吞天》（校对版全本）作者：静夜寄思,31,18,http://www.zxcs.me/post/1912,,,,,,,,
玄幻,《都市仙医》（校对版全本）作者：无影灯的诱惑,25,10,http://www.zxcs.me/post/1913,,,,,,,,
玄幻,《逆龙道》（校对版全本）作者：血红,87,15,http://www.zxcs.me/post/1911,,,,,,,,
玄幻,《至尊无赖》（校对版全本）作者：跳舞,120,16,http://www.zxcs.me/post/1901,,,,,,,,
玄幻,《天枢》（校对版全本）作者：徐公子胜治,119,11,http://www.zxcs.me/post/1897,,,,,,,,
玄幻,《霸帝》（校对版全本）作者：系统疯狂哥,27,14,http://www.zxcs.me/post/1891,,,,,,,,
玄幻,《惊仙》（校对版全本）作者：兰帝魅晨,81,22,http://www.zxcs.me/post/1875,,,,,,,,
玄幻,《苍老的少年》（校对版全本）作者：撒冷,30,17,http://www.zxcs.me/post/1874,,,,,,,,
玄幻,《升级专家》（校对版全本）作者：暗魔师,37,13,http://www.zxcs.me/post/1873,,,,,,,,
玄幻,《血冲仙穹》（校对版全本）作者：厌笔萧生,92,35,http://www.zxcs.me/post/7310,,,,,,,,
玄幻,《降龙伏虎》（校对版全本）作者：8难,23,10,http://www.zxcs.me/post/1865,,,,,,,,
